2024-11-14 10:27:10 INFO SC001 (TO: TO_CO_TFTU000018, CO: CO_TFTU000018, PICK) driving to QC003; 31 s; 172693 mm
2024-11-14 10:48:28 INFO SC009 (TO: TO_CO_TFTU000094, CO: CO_TFTU000094, DROP) finished at WS003.01
2024-11-14 10:48:28 INFO SC009 (TO: TO_CO_TFTU000151, CO: CO_TFTU000151, PICK) driving to QC006; 61 s; 336787 mm
2024-11-14 10:48:29 INFO SC004 (TO: TO_CO_TFTU000142, CO: CO_TFTU000142, DROP) working at YARD001.50; 61 s
2024-11-14 10:48:34 INFO SC014 (TO: TO_CO_TFTU000147, CO: CO_TFTU000147, PICK) working at QC005; 61 s
2024-11-14 10:48:35 INFO SC008 (TO: TO_CO_TFTU000110, CO: CO_TFTU000110, PICK) finished at RAIL001.109
2024-11-14 10:48:35 INFO SC008 (TO: TO_CO_TFTU000110, CO: CO_TFTU000110, DROP) driving to WS014.01; 112 s; 621833 mm
2024-11-14 10:48:37 INFO SC001 (TO: TO_CO_TFTU000057, CO: CO_TFTU000057, DROP) finished at WS012.01
2024-11-14 10:48:37 INFO SC001 (TO: TO_CO_TFTU000152, CO: CO_TFTU000152, PICK) driving to QC006; 124 s; 686787 mm
2024-11-14 10:48:39 INFO SC007 (TO: TO_CO_TFTU000132, CO: CO_TFTU000132, PICK) finished at QC003
2024-11-14 10:48:39 INFO SC007 (TO: TO_CO_TFTU000132, CO: CO_TFTU000132, DROP) driving to YARD001.31; 24 s; 132657 mm
2024-11-14 10:48:39 INFO SC006 (TO: TO_CO_TFTU000135, CO: CO_TFTU000135, PICK) finished at QC006
2024-11-14 10:48:39 INFO SC006 (TO: TO_CO_TFTU000135, CO: CO_TFTU000135, DROP) driving to WS008.01; 88 s; 486787 mm
2024-11-14 10:48:44 INFO SC020 (TO: TO_CO_TFTU000137, CO: CO_TFTU000137, DROP) finished at YARD001.29
2024-11-14 10:48:44 INFO SC020 (TO: TO_CO_TFTU000146, CO: CO_TFTU000146, PICK) driving to QC003; 20 s; 112657 mm
2024-11-14 10:48:48 INFO SC002 (TO: TO_CO_TFTU000124, CO: CO_TFTU000124, PICK) working at QC005; 60 s
2024-11-14 10:49:00 INFO SC019 (TO: TO_CO_TFTU000106, CO: CO_TFTU000106, DROP) working at WS010.01; 60 s
2024-11-14 10:49:03 INFO SC007 (TO: TO_CO_TFTU000132, CO: CO_TFTU000132, DROP) working at YARD001.31; 60 s
2024-11-14 10:49:05 INFO SC020 (TO: TO_CO_TFTU000146, CO: CO_TFTU000146, PICK) working at QC003; 61 s
2024-11-14 10:49:07 INFO SC010 (TO: TO_CO_TFTU000131, CO: CO_TFTU000131, PICK) finished at RAIL001.20
2024-11-14 10:49:07 INFO SC010 (TO: TO_CO_TFTU000131, CO: CO_TFTU000131, DROP) driving to WS003.01; 77 s; 429833 mm
2024-11-14 10:49:10 INFO SC016 (TO: TO_CO_TFTU000130, CO: CO_TFTU000130, DROP) finished at YARD001.04
2024-11-14 10:49:10 INFO SC016 (TO: TO_CO_TFTU000109, CO: CO_TFTU000109, PICK) driving to RAIL001.02; 27 s; 150317 mm
2024-11-14 10:49:11 INFO SC018 (TO: TO_CO_TFTU000129, CO: CO_TFTU000129, DROP) working at YARD001.03; 60 s
2024-11-14 10:49:12 INFO SC015 (TO: TO_CO_TFTU000138, CO: CO_TFTU000138, DROP) finished at YARD001.38
2024-11-14 10:49:12 INFO SC015 (TO: TO_CO_TFTU000156, CO: CO_TFTU000156, PICK) driving to QC006; 33 s; 182637 mm
2024-11-14 10:49:18 INFO SC013 (TO: TO_CO_TFTU000025, CO: CO_TFTU000025, PICK) finished at QC006
2024-11-14 10:49:18 INFO SC013 (TO: TO_CO_TFTU000025, CO: CO_TFTU000025, DROP) driving to WS012.01; 124 s; 686787 mm
2024-11-14 10:49:24 INFO SC012 (TO: TO_CO_TFTU000139, CO: CO_TFTU000139, PICK) finished at QC003
2024-11-14 10:49:25 INFO SC012 (TO: TO_CO_TFTU000139, CO: CO_TFTU000139, DROP) driving to YARD001.27; 17 s; 92657 mm
2024-11-14 10:49:29 INFO SC009 (TO: TO_CO_TFTU000151, CO: CO_TFTU000151, PICK) working at QC006; 60 s
2024-11-14 10:49:29 INFO SC005 (TO: TO_CO_TFTU000140, CO: CO_TFTU000140, DROP) working at WS004.01; 60 s
2024-11-14 10:49:29 INFO SC004 (TO: TO_CO_TFTU000142, CO: CO_TFTU000142, DROP) finished at YARD001.50
2024-11-14 10:49:29 INFO SC004 (TO: TO_CO_TFTU000119, CO: CO_TFTU000119, PICK) driving to QC006; 11 s; 62637 mm
2024-11-14 10:49:34 INFO SC011 (TO: TO_CO_TFTU000153, CO: CO_TFTU000153, PICK) working at QC004; 60 s
2024-11-14 10:49:34 INFO SC014 (TO: TO_CO_TFTU000147, CO: CO_TFTU000147, PICK) finished at QC005
2024-11-14 10:49:34 INFO SC014 (TO: TO_CO_TFTU000147, CO: CO_TFTU000147, DROP) driving to YARD001.51; 24 s; 133157 mm
2024-11-14 10:49:34 INFO SC003 (TO: TO_CO_TFTU000088, CO: CO_TFTU000088, PICK) waited at QC005; 9 s
2024-11-14 10:49:34 INFO SC003 (TO: TO_CO_TFTU000088, CO: CO_TFTU000088, PICK) working at QC005; 60 s
2024-11-14 10:49:37 INFO SC016 (TO: TO_CO_TFTU000109, CO: CO_TFTU000109, PICK) working at RAIL001.02; 60 s
2024-11-14 10:49:41 INFO SC004 (TO: TO_CO_TFTU000119, CO: CO_TFTU000119, PICK) working at QC006; 61 s
2024-11-14 10:49:41 INFO SC012 (TO: TO_CO_TFTU000139, CO: CO_TFTU000139, DROP) working at YARD001.27; 60 s
2024-11-14 10:49:48 INFO SC002 (TO: TO_CO_TFTU000124, CO: CO_TFTU000124, PICK) finished at QC005
2024-11-14 10:49:48 INFO SC002 (TO: TO_CO_TFTU000124, CO: CO_TFTU000124, DROP) driving to WS008.01; 70 s; 386343 mm
2024-11-14 10:49:58 INFO SC014 (TO: TO_CO_TFTU000147, CO: CO_TFTU000147, DROP) working at YARD001.51; 60 s
2024-11-14 10:50:00 INFO SC019 (TO: TO_CO_TFTU000106, CO: CO_TFTU000106, DROP) finished at WS010.01
2024-11-14 10:50:00 INFO SC019 (TO: TO_CO_TFTU000164, CO: CO_TFTU000164, PICK) driving to QC006; 106 s; 586787 mm
2024-11-14 10:50:03 INFO SC007 (TO: TO_CO_TFTU000132, CO: CO_TFTU000132, DROP) finished at YARD001.31
2024-11-14 10:50:03 INFO SC007 (TO: TO_CO_TFTU000141, CO: CO_TFTU000141, PICK) driving to QC004; 9 s; 52176 mm
2024-11-14 10:50:05 INFO SC020 (TO: TO_CO_TFTU000146, CO: CO_TFTU000146, PICK) finished at QC003
2024-11-14 10:50:05 INFO SC020 (TO: TO_CO_TFTU000146, CO: CO_TFTU000146, DROP) driving to WS007.01; 74 s; 410685 mm
2024-11-14 10:50:07 INFO SC006 (TO: TO_CO_TFTU000135, CO: CO_TFTU000135, DROP) working at WS008.01; 60 s
2024-11-14 10:50:11 INFO SC018 (TO: TO_CO_TFTU000129, CO: CO_TFTU000129, DROP) finished at YARD001.03
2024-11-14 10:50:11 INFO SC018 (TO: TO_CO_TFTU000115, CO: CO_TFTU000115, PICK) driving to RAIL001.15; 32 s; 179317 mm
2024-11-14 10:50:13 INFO SC007 (TO: TO_CO_TFTU000141, CO: CO_TFTU000141, PICK) working at QC004; 61 s
2024-11-14 10:50:18 INFO SC017 (TO: TO_CO_TFTU000015, CO: CO_TFTU000015, DROP) working at WS016.01; 60 s
2024-11-14 10:50:25 INFO SC010 (TO: TO_CO_TFTU000131, CO: CO_TFTU000131, DROP) working at WS003.01; 61 s
2024-11-14 10:50:27 INFO SC008 (TO: TO_CO_TFTU000110, CO: CO_TFTU000110, DROP) working at WS014.01; 60 s
2024-11-14 10:50:29 INFO SC009 (TO: TO_CO_TFTU000151, CO: CO_TFTU000151, PICK) finished at QC006
2024-11-14 10:50:29 INFO SC009 (TO: TO_CO_TFTU000151, CO: CO_TFTU000151, DROP) driving to YARD001.57; 17 s; 92713 mm
2024-11-14 10:50:29 INFO SC015 (TO: TO_CO_TFTU000156, CO: CO_TFTU000156, PICK) waited at QC006; 44 s
2024-11-14 10:50:29 INFO SC015 (TO: TO_CO_TFTU000156, CO: CO_TFTU000156, PICK) working at QC006; 60 s
2024-11-14 10:50:29 INFO SC005 (TO: TO_CO_TFTU000140, CO: CO_TFTU000140, DROP) finished at WS004.01
2024-11-14 10:50:29 INFO SC005 (TO: TO_CO_TFTU000149, CO: CO_TFTU000149, PICK) driving to QC005; 52 s; 286343 mm
2024-11-14 10:50:34 INFO SC011 (TO: TO_CO_TFTU000153, CO: CO_TFTU000153, PICK) finished at QC004
2024-11-14 10:50:34 INFO SC011 (TO: TO_CO_TFTU000153, CO: CO_TFTU000153, DROP) driving to WS003.01; 38 s; 211202 mm
2024-11-14 10:50:35 INFO SC003 (TO: TO_CO_TFTU000088, CO: CO_TFTU000088, PICK) finished at QC005
2024-11-14 10:50:35 INFO SC003 (TO: TO_CO_TFTU000088, CO: CO_TFTU000088, DROP) driving to WS013.01; 115 s; 636343 mm
2024-11-14 10:50:37 INFO SC016 (TO: TO_CO_TFTU000109, CO: CO_TFTU000109, PICK) finished at RAIL001.02
2024-11-14 10:50:37 INFO SC016 (TO: TO_CO_TFTU000109, CO: CO_TFTU000109, DROP) driving to WS011.01; 141 s; 783833 mm
2024-11-14 10:50:41 INFO SC012 (TO: TO_CO_TFTU000139, CO: CO_TFTU000139, DROP) finished at YARD001.27
2024-11-14 10:50:41 INFO SC012 (TO: TO_CO_TFTU000158, CO: CO_TFTU000158, PICK) driving to QC004; 17 s; 92176 mm
2024-11-14 10:50:41 INFO SC004 (TO: TO_CO_TFTU000119, CO: CO_TFTU000119, PICK) finished at QC006
2024-11-14 10:50:41 INFO SC004 (TO: TO_CO_TFTU000119, CO: CO_TFTU000119, DROP) driving to WS008.01; 88 s; 486787 mm
2024-11-14 10:50:41 INFO SC001 (TO: TO_CO_TFTU000152, CO: CO_TFTU000152, PICK) working at QC006; 60 s
2024-11-14 10:50:44 INFO SC018 (TO: TO_CO_TFTU000115, CO: CO_TFTU000115, PICK) working at RAIL001.15; 61 s
2024-11-14 10:50:46 INFO SC009 (TO: TO_CO_TFTU000151, CO: CO_TFTU000151, DROP) working at YARD001.57; 60 s
2024-11-14 10:50:58 INFO SC002 (TO: TO_CO_TFTU000124, CO: CO_TFTU000124, DROP) working at WS008.01; 60 s
2024-11-14 10:50:58 INFO SC012 (TO: TO_CO_TFTU000158, CO: CO_TFTU000158, PICK) working at QC004; 60 s
2024-11-14 10:50:58 INFO SC014 (TO: TO_CO_TFTU000147, CO: CO_TFTU000147, DROP) finished at YARD001.51
2024-11-14 10:50:58 INFO SC014 (TO: TO_CO_TFTU000091, CO: CO_TFTU000091, PICK) driving to QC006; 9 s; 52637 mm
2024-11-14 10:51:07 INFO SC006 (TO: TO_CO_TFTU000135, CO: CO_TFTU000135, DROP) finished at WS008.01
2024-11-14 10:51:07 INFO SC006 (TO: TO_CO_TFTU000166, CO: CO_TFTU000166, PICK) driving to QC003; 83 s; 460685 mm
2024-11-14 10:51:12 INFO SC011 (TO: TO_CO_TFTU000153, CO: CO_TFTU000153, DROP) working at WS003.01; 60 s
2024-11-14 10:51:13 INFO SC007 (TO: TO_CO_TFTU000141, CO: CO_TFTU000141, PICK) finished at QC004
2024-11-14 10:51:13 INFO SC007 (TO: TO_CO_TFTU000141, CO: CO_TFTU000141, DROP) driving to YARD001.14; 40 s; 222176 mm
2024-11-14 10:51:18 INFO SC017 (TO: TO_CO_TFTU000015, CO: CO_TFTU000015, DROP) finished at WS016.01
2024-11-14 10:51:18 INFO SC017 (TO: TO_CO_TFTU000049, CO: CO_TFTU000049, PICK) driving to QC006; 160 s; 886787 mm
2024-11-14 10:51:19 INFO SC020 (TO: TO_CO_TFTU000146, CO: CO_TFTU000146, DROP) working at WS007.01; 60 s
2024-11-14 10:51:21 INFO SC005 (TO: TO_CO_TFTU000149, CO: CO_TFTU000149, PICK) working at QC005; 60 s
2024-11-14 10:51:21 INFO SC013 (TO: TO_CO_TFTU000025, CO: CO_TFTU000025, DROP) working at WS012.01; 60 s
2024-11-14 10:51:25 INFO SC010 (TO: TO_CO_TFTU000131, CO: CO_TFTU000131, DROP) finished at WS003.01
2024-11-14 10:51:25 INFO SC010 (TO: TO_CO_TFTU000160, CO: CO_TFTU000160, PICK) driving to QC003; 56 s; 310685 mm
2024-11-14 10:51:27 INFO SC008 (TO: TO_CO_TFTU000110, CO: CO_TFTU000110, DROP) finished at WS014.01
2024-11-14 10:51:27 INFO SC008 (TO: TO_CO_TFTU000112, CO: CO_TFTU000112, PICK) driving to QC004; 119 s; 661202 mm
2024-11-14 10:51:29 INFO SC015 (TO: TO_CO_TFTU000156, CO: CO_TFTU000156, PICK) finished at QC006
2024-11-14 10:51:29 INFO SC015 (TO: TO_CO_TFTU000156, CO: CO_TFTU000156, DROP) driving to WS001.01; 43 s; 236787 mm
2024-11-14 10:51:29 INFO SC014 (TO: TO_CO_TFTU000091, CO: CO_TFTU000091, PICK) waited at QC006; 21 s
2024-11-14 10:51:29 INFO SC014 (TO: TO_CO_TFTU000091, CO: CO_TFTU000091, PICK) working at QC006; 61 s
2024-11-14 10:51:42 INFO SC001 (TO: TO_CO_TFTU000152, CO: CO_TFTU000152, PICK) finished at QC006
2024-11-14 10:51:42 INFO SC001 (TO: TO_CO_TFTU000152, CO: CO_TFTU000152, DROP) driving to YARD001.24; 58 s; 322637 mm
2024-11-14 10:51:44 INFO SC018 (TO: TO_CO_TFTU000115, CO: CO_TFTU000115, PICK) finished at RAIL001.15
2024-11-14 10:51:44 INFO SC018 (TO: TO_CO_TFTU000115, CO: CO_TFTU000115, DROP) driving to WS004.01; 89 s; 494833 mm
2024-11-14 10:51:46 INFO SC019 (TO: TO_CO_TFTU000164, CO: CO_TFTU000164, PICK) working at QC006; 60 s
2024-11-14 10:51:46 INFO SC009 (TO: TO_CO_TFTU000151, CO: CO_TFTU000151, DROP) finished at YARD001.57
2024-11-14 10:51:46 INFO SC009 (TO: TO_CO_TFTU000054, CO: CO_TFTU000054, PICK) driving to QC007; 17 s; 92227 mm
2024-11-14 10:51:53 INFO SC007 (TO: TO_CO_TFTU000141, CO: CO_TFTU000141, DROP) working at YARD001.14; 60 s
2024-11-14 10:51:58 INFO SC002 (TO: TO_CO_TFTU000124, CO: CO_TFTU000124, DROP) finished at WS008.01
2024-11-14 10:51:58 INFO SC002 (TO: TO_CO_TFTU000167, CO: CO_TFTU000167, PICK) driving to QC005; 70 s; 386343 mm
2024-11-14 10:51:58 INFO SC012 (TO: TO_CO_TFTU000158, CO: CO_TFTU000158, PICK) finished at QC004
2024-11-14 10:51:58 INFO SC012 (TO: TO_CO_TFTU000158, CO: CO_TFTU000158, DROP) driving to WS010.01; 83 s; 461202 mm
2024-11-14 10:52:03 INFO SC009 (TO: TO_CO_TFTU000054, CO: CO_TFTU000054, PICK) working at QC007; 60 s
2024-11-14 10:52:09 INFO SC004 (TO: TO_CO_TFTU000119, CO: CO_TFTU000119, DROP) working at WS008.01; 60 s
2024-11-14 10:52:12 INFO SC011 (TO: TO_CO_TFTU000153, CO: CO_TFTU000153, DROP) finished at WS003.01
2024-11-14 10:52:12 INFO SC011 (TO: TO_CO_TFTU000154, CO: CO_TFTU000154, PICK) driving to QC005; 43 s; 236343 mm
2024-11-14 10:52:12 INFO SC015 (TO: TO_CO_TFTU000156, CO: CO_TFTU000156, DROP) working at WS001.01; 60 s
2024-11-14 10:52:19 INFO SC020 (TO: TO_CO_TFTU000146, CO: CO_TFTU000146, DROP) finished at WS007.01
2024-11-14 10:52:19 INFO SC020 (TO: TO_CO_TFTU000143, CO: CO_TFTU000143, PICK) driving to QC006; 79 s; 436787 mm
2024-11-14 10:52:21 INFO SC010 (TO: TO_CO_TFTU000160, CO: CO_TFTU000160, PICK) working at QC003; 60 s
2024-11-14 10:52:21 INFO SC005 (TO: TO_CO_TFTU000149, CO: CO_TFTU000149, PICK) finished at QC005
2024-11-14 10:52:21 INFO SC005 (TO: TO_CO_TFTU000149, CO: CO_TFTU000149, DROP) driving to WS004.01; 52 s; 286343 mm
2024-11-14 10:52:21 INFO SC013 (TO: TO_CO_TFTU000025, CO: CO_TFTU000025, DROP) finished at WS012.01
2024-11-14 10:52:21 INFO SC013 (TO: TO_CO_TFTU000021, CO: CO_TFTU000021, PICK) driving to QC007; 142 s; 786377 mm
2024-11-14 10:52:29 INFO SC003 (TO: TO_CO_TFTU000088, CO: CO_TFTU000088, DROP) working at WS013.01; 60 s
2024-11-14 10:52:30 INFO SC014 (TO: TO_CO_TFTU000091, CO: CO_TFTU000091, PICK) finished at QC006
2024-11-14 10:52:30 INFO SC014 (TO: TO_CO_TFTU000091, CO: CO_TFTU000091, DROP) driving to WS012.01; 124 s; 686787 mm
2024-11-14 10:52:30 INFO SC006 (TO: TO_CO_TFTU000166, CO: CO_TFTU000166, PICK) working at QC003; 60 s
2024-11-14 10:52:40 INFO SC001 (TO: TO_CO_TFTU000152, CO: CO_TFTU000152, DROP) working at YARD001.24; 60 s
2024-11-14 10:52:46 INFO SC019 (TO: TO_CO_TFTU000164, CO: CO_TFTU000164, PICK) finished at QC006
2024-11-14 10:52:46 INFO SC019 (TO: TO_CO_TFTU000164, CO: CO_TFTU000164, DROP) driving to YARD001.14; 76 s; 422637 mm
2024-11-14 10:52:53 INFO SC007 (TO: TO_CO_TFTU000141, CO: CO_TFTU000141, DROP) finished at YARD001.14
2024-11-14 10:52:53 INFO SC007 (TO: TO_CO_TFTU000022, CO: CO_TFTU000022, PICK) driving to QC001; 11 s; 62657 mm
2024-11-14 10:52:54 INFO SC011 (TO: TO_CO_TFTU000154, CO: CO_TFTU000154, PICK) working at QC005; 60 s
2024-11-14 10:52:59 INFO SC016 (TO: TO_CO_TFTU000109, CO: CO_TFTU000109, DROP) working at WS011.01; 61 s
2024-11-14 10:53:03 INFO SC009 (TO: TO_CO_TFTU000054, CO: CO_TFTU000054, PICK) finished at QC007
2024-11-14 10:53:03 INFO SC009 (TO: TO_CO_TFTU000054, CO: CO_TFTU000054, DROP) driving to WS013.01; 151 s; 836377 mm
2024-11-14 10:53:05 INFO SC007 (TO: TO_CO_TFTU000022, CO: CO_TFTU000022, PICK) working at QC001; 61 s
2024-11-14 10:53:08 INFO SC002 (TO: TO_CO_TFTU000167, CO: CO_TFTU000167, PICK) working at QC005; 60 s
2024-11-14 10:53:09 INFO SC004 (TO: TO_CO_TFTU000119, CO: CO_TFTU000119, DROP) finished at WS008.01
2024-11-14 10:53:09 INFO SC004 (TO: TO_CO_TFTU000048, CO: CO_TFTU000048, PICK) driving to QC006; 88 s; 486787 mm
2024-11-14 10:53:12 INFO SC015 (TO: TO_CO_TFTU000156, CO: CO_TFTU000156, DROP) finished at WS001.01
2024-11-14 10:53:12 INFO SC015 (TO: TO_CO_TFTU000155, CO: CO_TFTU000155, PICK) driving to QC005; 25 s; 136343 mm
2024-11-14 10:53:13 INFO SC005 (TO: TO_CO_TFTU000149, CO: CO_TFTU000149, DROP) working at WS004.01; 60 s
2024-11-14 10:53:13 INFO SC018 (TO: TO_CO_TFTU000115, CO: CO_TFTU000115, DROP) working at WS004.01; 60 s
2024-11-14 10:53:21 INFO SC012 (TO: TO_CO_TFTU000158, CO: CO_TFTU000158, DROP) working at WS010.01; 60 s
2024-11-14 10:53:21 INFO SC010 (TO: TO_CO_TFTU000160, CO: CO_TFTU000160, PICK) finished at QC003
2024-11-14 10:53:21 INFO SC010 (TO: TO_CO_TFTU000160, CO: CO_TFTU000160, DROP) driving to WS004.01; 65 s; 360685 mm
2024-11-14 10:53:26 INFO SC008 (TO: TO_CO_TFTU000112, CO: CO_TFTU000112, PICK) working at QC004; 60 s
2024-11-14 10:53:29 INFO SC003 (TO: TO_CO_TFTU000088, CO: CO_TFTU000088, DROP) finished at WS013.01
2024-11-14 10:53:29 INFO SC003 (TO: TO_CO_TFTU000076, CO: CO_TFTU000076, PICK) driving to QC003; 128 s; 710685 mm
2024-11-14 10:53:30 INFO SC006 (TO: TO_CO_TFTU000166, CO: CO_TFTU000166, PICK) finished at QC003
2024-11-14 10:53:30 INFO SC006 (TO: TO_CO_TFTU000166, CO: CO_TFTU000166, DROP) driving to YARD001.57; 71 s; 392657 mm
2024-11-14 10:53:38 INFO SC020 (TO: TO_CO_TFTU000143, CO: CO_TFTU000143, PICK) working at QC006; 60 s
2024-11-14 10:53:40 INFO SC001 (TO: TO_CO_TFTU000152, CO: CO_TFTU000152, DROP) finished at YARD001.24
2024-11-14 10:53:40 INFO SC001 (TO: TO_CO_TFTU000165, CO: CO_TFTU000165, PICK) driving to QC003; 11 s; 62657 mm
2024-11-14 10:53:51 INFO SC001 (TO: TO_CO_TFTU000165, CO: CO_TFTU000165, PICK) working at QC003; 60 s
2024-11-14 10:53:54 INFO SC011 (TO: TO_CO_TFTU000154, CO: CO_TFTU000154, PICK) finished at QC005
2024-11-14 10:53:54 INFO SC011 (TO: TO_CO_TFTU000154, CO: CO_TFTU000154, DROP) driving to WS008.01; 70 s; 386343 mm
2024-11-14 10:53:54 INFO SC015 (TO: TO_CO_TFTU000155, CO: CO_TFTU000155, PICK) waited at QC005; 17 s
2024-11-14 10:53:54 INFO SC015 (TO: TO_CO_TFTU000155, CO: CO_TFTU000155, PICK) working at QC005; 60 s
2024-11-14 10:53:58 INFO SC017 (TO: TO_CO_TFTU000049, CO: CO_TFTU000049, PICK) working at QC006; 60 s
2024-11-14 10:53:59 INFO SC016 (TO: TO_CO_TFTU000109, CO: CO_TFTU000109, DROP) finished at WS011.01
2024-11-14 10:53:59 INFO SC016 (TO: TO_CO_TFTU000042, CO: CO_TFTU000042, PICK) driving to QC006; 115 s; 636787 mm
2024-11-14 10:54:02 INFO SC019 (TO: TO_CO_TFTU000164, CO: CO_TFTU000164, DROP) working at YARD001.14; 60 s
2024-11-14 10:54:05 INFO SC007 (TO: TO_CO_TFTU000022, CO: CO_TFTU000022, PICK) finished at QC001
2024-11-14 10:54:05 INFO SC007 (TO: TO_CO_TFTU000022, CO: CO_TFTU000022, DROP) driving to WS017.01; 182 s; 1010685 mm
2024-11-14 10:54:08 INFO SC002 (TO: TO_CO_TFTU000167, CO: CO_TFTU000167, PICK) finished at QC005
2024-11-14 10:54:08 INFO SC002 (TO: TO_CO_TFTU000167, CO: CO_TFTU000167, DROP) driving to WS011.01; 97 s; 536343 mm
2024-11-14 10:54:13 INFO SC018 (TO: TO_CO_TFTU000115, CO: CO_TFTU000115, DROP) finished at WS004.01
2024-11-14 10:54:13 INFO SC018 (TO: TO_CO_TFTU000175, CO: CO_TFTU000175, PICK) driving to QC003; 65 s; 360685 mm
2024-11-14 10:54:13 INFO SC005 (TO: TO_CO_TFTU000149, CO: CO_TFTU000149, DROP) finished at WS004.01
2024-11-14 10:54:13 INFO SC005 (TO: TO_CO_TFTU000161, CO: CO_TFTU000161, PICK) driving to QC005; 52 s; 286343 mm
2024-11-14 10:54:21 INFO SC012 (TO: TO_CO_TFTU000158, CO: CO_TFTU000158, DROP) finished at WS010.01
2024-11-14 10:54:21 INFO SC012 (TO: TO_CO_TFTU000078, CO: CO_TFTU000078, PICK) driving to QC007; 124 s; 686377 mm
2024-11-14 10:54:26 INFO SC008 (TO: TO_CO_TFTU000112, CO: CO_TFTU000112, PICK) finished at QC004
2024-11-14 10:54:26 INFO SC008 (TO: TO_CO_TFTU000112, CO: CO_TFTU000112, DROP) driving to WS014.01; 119 s; 661202 mm
2024-11-14 10:54:26 INFO SC010 (TO: TO_CO_TFTU000160, CO: CO_TFTU000160, DROP) working at WS004.01; 60 s
2024-11-14 10:54:34 INFO SC014 (TO: TO_CO_TFTU000091, CO: CO_TFTU000091, DROP) working at WS012.01; 60 s
2024-11-14 10:54:38 INFO SC020 (TO: TO_CO_TFTU000143, CO: CO_TFTU000143, PICK) finished at QC006
2024-11-14 10:54:38 INFO SC020 (TO: TO_CO_TFTU000143, CO: CO_TFTU000143, DROP) driving to WS010.01; 106 s; 586787 mm
2024-11-14 10:54:38 INFO SC004 (TO: TO_CO_TFTU000048, CO: CO_TFTU000048, PICK) working at QC006; 61 s
2024-11-14 10:54:41 INFO SC006 (TO: TO_CO_TFTU000166, CO: CO_TFTU000166, DROP) working at YARD001.57; 60 s
2024-11-14 10:54:43 INFO SC013 (TO: TO_CO_TFTU000021, CO: CO_TFTU000021, PICK) working at QC007; 60 s
2024-11-14 10:54:51 INFO SC001 (TO: TO_CO_TFTU000165, CO: CO_TFTU000165, PICK) finished at QC003
2024-11-14 10:54:51 INFO SC001 (TO: TO_CO_TFTU000165, CO: CO_TFTU000165, DROP) driving to YARD001.48; 54 s; 302657 mm
2024-11-14 10:54:55 INFO SC015 (TO: TO_CO_TFTU000155, CO: CO_TFTU000155, PICK) finished at QC005
2024-11-14 10:54:55 INFO SC015 (TO: TO_CO_TFTU000155, CO: CO_TFTU000155, DROP) driving to YARD001.02; 76 s; 422193 mm
2024-11-14 10:54:58 INFO SC017 (TO: TO_CO_TFTU000049, CO: CO_TFTU000049, PICK) finished at QC006
2024-11-14 10:54:58 INFO SC017 (TO: TO_CO_TFTU000049, CO: CO_TFTU000049, DROP) driving to WS015.01; 151 s; 836787 mm
2024-11-14 10:55:02 INFO SC019 (TO: TO_CO_TFTU000164, CO: CO_TFTU000164, DROP) finished at YARD001.14
2024-11-14 10:55:02 INFO SC019 (TO: TO_CO_TFTU000173, CO: CO_TFTU000173, PICK) driving to QC001; 11 s; 62657 mm
2024-11-14 10:55:04 INFO SC011 (TO: TO_CO_TFTU000154, CO: CO_TFTU000154, DROP) working at WS008.01; 60 s
2024-11-14 10:55:05 INFO SC005 (TO: TO_CO_TFTU000161, CO: CO_TFTU000161, PICK) working at QC005; 60 s
2024-11-14 10:55:14 INFO SC019 (TO: TO_CO_TFTU000173, CO: CO_TFTU000173, PICK) working at QC001; 61 s
2024-11-14 10:55:18 INFO SC018 (TO: TO_CO_TFTU000175, CO: CO_TFTU000175, PICK) working at QC003; 60 s
2024-11-14 10:55:26 INFO SC010 (TO: TO_CO_TFTU000160, CO: CO_TFTU000160, DROP) finished at WS004.01
2024-11-14 10:55:26 INFO SC010 (TO: TO_CO_TFTU000174, CO: CO_TFTU000174, PICK) driving to QC005; 52 s; 286343 mm
2024-11-14 10:55:34 INFO SC009 (TO: TO_CO_TFTU000054, CO: CO_TFTU000054, DROP) working at WS013.01; 60 s
2024-11-14 10:55:34 INFO SC014 (TO: TO_CO_TFTU000091, CO: CO_TFTU000091, DROP) finished at WS012.01
2024-11-14 10:55:34 INFO SC014 (TO: TO_CO_TFTU000041, CO: CO_TFTU000041, PICK) driving to QC005; 106 s; 586343 mm
2024-11-14 10:55:37 INFO SC003 (TO: TO_CO_TFTU000076, CO: CO_TFTU000076, PICK) working at QC003; 60 s
2024-11-14 10:55:40 INFO SC004 (TO: TO_CO_TFTU000048, CO: CO_TFTU000048, PICK) finished at QC006
2024-11-14 10:55:40 INFO SC004 (TO: TO_CO_TFTU000048, CO: CO_TFTU000048, DROP) driving to WS014.01; 142 s; 786787 mm
2024-11-14 10:55:41 INFO SC006 (TO: TO_CO_TFTU000166, CO: CO_TFTU000166, DROP) finished at YARD001.57
2024-11-14 10:55:41 INFO SC006 (TO: TO_CO_TFTU000028, CO: CO_TFTU000028, PICK) driving to QC007; 17 s; 92227 mm
2024-11-14 10:55:43 INFO SC013 (TO: TO_CO_TFTU000021, CO: CO_TFTU000021, PICK) finished at QC007
